tract,pop_age_under5,pop_age_5to9,pop_age_10to14,pop_age_15to19,pop_age_20to24,pop_age_25to29,pop_age_30to34,pop_age_35to39,pop_age_40to44,pop_age_45to49,pop_age_50to54,pop_age_55to59,pop_age_60to64,pop_age_65to69,pop_age_70to74,pop_age_75to79,pop_age_80to84,pop_age_85plus
42003010301,0.0,0.0,0.0,3.4,15.9,24.0,17.4,11.2,9.1,8.0,3.8,4.1,1.4,1.0,0.7,0.0,0.0,0.0
42003010302,1.2,0.8,0.0,47.9,36.1,3.3,2.3,1.1,1.2,0.9,1.1,1.9,0.7,0.3,0.1,0.5,0.3,0.3
42003020100,1.1,1.2,0.6,15.3,16.0,14.6,13.4,3.1,4.3,2.8,2.1,6.9,6.9,4.8,3.2,2.6,0.6,0.5
42003020300,2.3,0.4,0.0,1.0,2.8,29.4,21.2,18.9,2.0,2.0,8.7,5.5,1.2,2.3,0.3,0.7,1.0,0.4
42003030500,2.1,3.8,2.1,5.6,15.0,18.0,9.7,4.0,5.6,4.3,3.5,4.4,4.0,4.5,5.6,2.0,2.3,3.3
42003040200,3.8,0.5,1.6,15.9,32.7,7.1,3.5,1.0,1.8,2.1,4.5,7.4,5.2,6.6,0.0,2.0,1.8,2.6
42003040400,1.0,0.0,0.0,8.8,21.0,8.4,4.5,2.8,1.3,1.0,5.6,3.5,1.4,6.5,12.1,6.5,4.9,10.6
42003040500,0.0,0.0,0.0,16.7,65.8,6.2,0.7,0.5,0.0,0.0,0.8,3.8,1.1,1.7,0.7,0.0,1.6,0.3
42003040600,0.0,0.0,0.7,13.0,67.4,6.0,1.5,1.6,0.3,1.8,4.2,0.4,0.6,0.0,0.8,0.8,0.0,0.9
42003040900,2.0,1.5,0.5,6.0,57.0,10.5,4.2,1.7,0.8,1.5,2.1,1.9,4.5,2.3,1.2,0.3,0.9,1.1
42003050100,17.1,1.0,6.7,1.3,5.7,10.6,5.2,1.4,2.9,4.5,3.0,7.8,9.6,4.3,7.0,4.3,4.3,3.5
42003050600,8.8,6.0,2.9,5.6,12.5,7.8,4.4,3.5,7.0,1.0,5.5,5.5,8.3,4.1,6.5,6.0,0.3,4.3
42003050900,7.9,5.0,5.1,12.0,12.3,7.7,1.1,7.5,4.3,3.8,5.7,4.1,4.0,7.2,1.3,7.5,3.1,0.4
42003051000,0.5,2.9,2.5,40.9,10.5,5.8,4.7,6.1,2.2,3.4,2.1,4.0,5.5,5.1,0.8,1.8,0.5,0.7
42003051100,27.4,15.0,17.3,5.5,8.0,6.2,8.8,4.2,0.0,0.0,0.5,2.5,0.0,0.5,2.7,0.0,1.4,0.0
42003060300,2.3,0.0,0.0,0.0,8.6,28.5,13.5,16.7,1.2,3.4,4.7,5.0,5.0,4.3,2.2,2.5,0.5,1.4
42003060500,1.4,3.6,3.7,3.2,5.8,11.2,10.6,10.4,5.7,7.1,7.1,4.1,3.9,10.4,7.2,2.4,1.7,0.5
42003070300,0.9,0.9,2.5,2.8,26.3,20.5,9.3,4.9,0.5,6.3,2.0,3.6,1.6,4.5,5.7,1.2,2.8,3.8
42003070500,2.1,1.4,0.7,0.0,18.8,36.2,14.7,9.4,3.1,1.8,0.6,2.1,3.8,2.8,1.3,0.5,0.3,0.3
42003070600,0.9,1.3,0.8,1.2,12.2,26.2,30.4,2.4,2.5,1.7,3.3,3.3,3.2,3.7,4.0,2.2,0.0,0.8
42003070800,3.4,1.5,0.6,1.9,16.9,17.0,22.6,10.4,0.7,4.2,7.7,2.8,1.3,3.0,1.4,0.9,2.3,1.3
42003070900,1.8,4.7,1.7,1.3,23.0,20.4,7.8,4.7,2.4,6.1,4.5,1.3,4.5,3.2,2.6,1.6,1.8,6.6
42003080200,1.0,0.6,3.0,5.2,10.3,19.8,13.2,4.8,7.4,5.2,4.1,6.7,4.0,4.9,5.4,1.5,0.4,2.7
42003080400,2.6,1.6,0.5,0.5,24.4,21.8,24.4,7.0,2.1,0.3,1.6,3.8,4.8,2.5,1.0,1.1,0.0,0.0
42003080600,6.5,3.2,1.9,1.5,9.1,28.6,16.7,9.4,3.8,2.8,1.3,2.3,4.7,4.5,3.0,0.0,0.5,0.0
42003080700,7.0,2.2,1.3,0.3,9.0,31.6,15.8,6.1,6.1,2.7,4.5,0.6,2.9,4.9,2.6,1.0,0.0,1.6
42003080900,3.5,1.6,1.4,1.7,13.1,20.7,14.3,9.4,5.8,2.2,2.0,6.2,6.2,5.9,3.7,0.3,0.8,1.1
42003090100,1.5,2.9,0.0,2.0,6.4,26.5,14.1,6.6,9.3,4.0,2.7,7.0,5.2,5.3,0.5,3.5,1.2,1.2
42003090200,5.2,0.7,0.5,0.8,3.5,21.0,14.4,6.7,4.0,1.7,6.5,5.3,4.7,6.7,3.2,1.2,3.9,10.0
42003090300,3.0,0.4,0.5,9.6,2.9,18.7,11.5,8.2,5.1,12.8,5.5,5.9,4.7,3.3,3.6,0.9,1.1,2.5
42003100500,5.2,2.7,5.1,6.3,3.8,5.5,6.7,6.5,4.3,6.1,3.2,8.0,9.6,11.7,6.0,4.5,2.0,2.9
42003101100,2.5,2.5,4.0,6.3,4.3,28.0,12.9,7.4,5.5,1.7,5.3,4.0,6.1,2.8,1.7,1.1,0.8,3.1
42003101400,6.6,3.0,4.5,3.7,2.9,6.8,11.4,7.7,8.7,5.5,8.4,6.5,7.3,6.9,4.7,2.4,1.8,1.3
42003101800,5.9,2.0,2.6,3.6,4.8,6.2,10.4,7.1,4.9,6.1,14.6,3.2,10.7,6.3,5.6,2.6,2.4,1.1
42003101900,7.9,7.0,5.7,6.2,2.2,9.9,14.6,9.7,6.0,1.9,4.5,6.3,4.4,5.5,2.1,2.6,1.5,2.0
42003110200,4.9,1.7,3.1,2.2,10.5,10.7,18.0,8.9,5.0,2.0,6.6,5.3,6.7,4.6,4.2,0.4,2.6,2.8
42003110600,5.7,5.3,5.1,0.6,6.3,11.3,4.2,7.2,8.4,7.9,7.2,5.8,8.5,7.0,3.7,2.1,1.7,2.0
42003111300,4.9,6.2,2.8,1.2,5.5,17.4,8.9,8.7,7.4,4.8,10.0,3.4,6.5,3.7,2.3,2.2,1.2,3.0
42003111400,3.6,0.7,5.8,4.4,14.0,13.0,16.2,5.5,2.2,7.4,4.9,3.0,5.2,2.0,4.6,2.5,4.6,0.4
42003111500,2.1,1.0,3.7,3.5,9.1,12.8,15.8,6.8,3.6,1.7,6.9,5.8,7.4,9.9,2.6,3.4,1.6,2.2
42003120300,3.5,7.2,10.7,8.2,2.6,7.6,11.9,11.8,5.4,3.7,4.2,2.7,4.4,2.5,2.9,3.5,3.8,3.5
42003120900,6.7,8.5,5.2,6.5,6.5,2.9,4.2,4.7,10.5,3.7,4.9,6.3,3.1,3.8,5.6,2.0,2.4,12.5
42003130200,6.5,1.1,6.0,1.5,3.7,7.2,1.8,2.8,3.2,4.2,9.2,10.5,10.0,13.6,4.3,4.0,2.2,8.3
42003130600,11.9,4.3,6.0,7.8,10.0,6.8,2.4,10.2,0.8,5.8,2.8,8.1,5.2,4.7,4.0,5.1,2.2,1.8
42003130700,3.6,7.3,10.0,7.1,0.6,11.5,6.3,5.0,6.4,6.4,4.4,4.9,5.7,3.9,4.0,5.8,4.4,2.8
42003130800,6.3,12.1,7.8,4.2,4.0,3.9,5.0,1.2,4.4,5.1,3.3,5.4,10.0,9.0,8.7,3.7,2.0,3.9
42003140100,4.1,2.6,3.0,38.5,22.8,1.7,1.8,3.4,3.8,1.8,2.3,3.5,1.7,2.8,2.2,2.0,0.5,1.6
42003140200,2.0,4.9,7.3,14.0,21.2,13.2,6.4,2.4,3.1,4.4,5.6,2.7,2.8,3.6,2.8,0.4,1.6,1.6
42003140300,7.5,4.2,4.2,2.7,7.8,7.6,8.2,7.4,6.4,4.7,4.4,4.8,5.3,9.7,7.7,3.3,1.9,2.2
42003140400,5.2,5.1,4.9,3.9,8.3,6.4,5.4,4.7,6.4,6.4,7.2,9.7,8.4,7.1,5.3,2.7,1.0,1.9
42003140500,1.2,0.5,7.4,2.6,10.8,10.0,16.6,16.0,6.0,0.6,5.0,2.2,4.3,7.3,3.0,0.2,3.7,2.6
42003140800,4.5,8.1,4.9,3.6,9.8,8.3,9.3,10.0,6.4,4.0,3.4,4.3,5.0,8.3,2.9,2.5,2.1,2.5
42003141100,2.4,7.5,5.0,6.4,5.1,1.5,4.6,7.3,10.5,3.4,7.5,7.0,10.8,6.4,6.7,2.3,2.6,2.9
42003141200,5.1,3.4,7.6,2.8,3.4,8.3,8.4,3.7,8.4,8.0,5.6,5.6,7.8,7.5,7.3,2.6,2.3,2.3
42003141300,6.9,2.3,1.9,1.7,16.9,14.9,8.5,8.6,3.0,5.0,2.1,2.7,3.9,4.1,6.3,2.6,2.4,6.4
42003141400,6.5,2.6,6.4,2.9,7.0,8.9,7.6,7.5,8.6,4.7,5.8,8.8,3.8,5.2,5.0,2.8,1.7,4.3
42003151600,5.4,2.6,4.0,2.2,4.8,12.6,15.1,8.3,5.9,2.7,3.4,6.9,8.2,6.6,5.6,3.1,0.4,2.0
42003151700,2.4,4.8,3.8,3.2,4.7,15.6,10.0,5.9,4.4,5.8,5.9,4.8,9.8,7.1,5.8,2.5,3.0,0.3
42003160800,3.7,2.8,5.4,3.1,8.8,15.7,10.8,9.9,4.0,4.1,3.0,10.3,8.9,3.5,2.1,1.2,0.8,2.0
42003160900,0.9,1.1,2.3,2.6,27.2,22.9,13.2,6.4,2.6,3.1,1.4,3.0,3.6,1.0,1.0,3.7,2.8,1.3
42003161000,3.3,12.6,6.2,7.8,5.8,15.2,6.6,7.0,4.3,4.1,5.5,4.4,7.4,3.8,2.4,1.9,1.1,0.5
42003170200,2.4,1.0,0.4,0.1,33.6,28.8,8.5,3.5,2.4,2.2,2.2,1.5,2.8,5.4,2.1,1.7,0.3,1.2
42003170600,0.8,4.4,1.2,3.1,16.7,13.5,10.6,10.2,7.9,6.1,7.6,4.9,3.5,5.5,1.1,1.2,0.4,1.2
42003180300,3.8,5.4,4.1,4.1,11.5,12.7,4.4,9.0,8.9,4.5,4.5,10.7,6.5,1.9,3.0,3.4,0.8,0.7
42003180700,3.7,1.3,2.7,6.2,7.8,20.8,8.9,6.4,4.3,6.6,5.8,7.3,3.9,5.9,3.9,0.7,1.1,2.7
42003190300,3.4,3.3,0.0,0.0,3.5,18.3,15.0,4.5,0.5,9.5,3.1,10.3,6.7,7.0,3.4,3.6,5.0,2.7
42003191100,5.0,0.5,0.9,1.6,5.6,10.8,14.1,6.4,3.8,6.5,7.1,9.1,3.9,7.0,3.0,7.2,6.1,1.4
42003191400,4.3,4.2,1.4,0.6,12.1,24.4,9.7,4.1,6.8,1.6,4.9,8.0,4.7,4.5,3.0,3.6,0.4,1.7
42003191500,4.2,5.2,0.3,0.5,20.3,16.2,15.0,3.6,2.7,6.7,3.4,7.4,4.8,1.7,2.9,2.7,0.9,1.6
42003191600,7.2,3.7,3.0,5.2,8.0,5.8,9.4,7.0,6.2,4.8,7.4,6.8,7.6,2.7,2.3,2.9,1.1,8.8
42003191700,6.2,7.0,4.8,5.8,5.4,6.0,11.0,6.4,5.9,6.7,7.5,6.2,5.7,4.7,4.1,2.0,2.0,2.7
42003191800,4.4,3.5,5.3,5.2,4.0,6.6,8.9,5.7,4.1,11.2,5.2,6.5,9.1,9.8,3.3,2.3,1.9,3.0
42003191900,6.4,3.2,0.9,4.2,7.6,16.3,5.9,3.9,4.6,4.1,7.3,4.2,7.7,3.5,6.6,4.0,7.6,1.9
42003192000,4.7,6.9,6.0,6.5,4.4,6.5,8.3,7.5,8.1,5.7,5.9,7.3,4.4,5.2,4.8,2.0,3.3,2.6
42003202200,2.7,9.3,6.0,3.5,2.1,13.3,11.8,7.6,1.5,5.4,8.1,11.9,4.7,2.1,2.1,1.5,3.4,3.0
42003202300,7.4,5.3,0.4,2.6,9.7,12.4,11.9,6.6,2.3,4.8,5.1,5.2,10.5,4.4,1.9,4.2,2.6,2.8
42003241300,8.5,4.3,3.9,0.9,6.6,9.4,13.7,11.1,5.2,4.2,6.2,6.4,7.4,4.0,3.3,2.1,1.1,1.8
42003250900,6.0,3.1,0.2,13.0,11.0,3.5,13.2,11.0,6.5,0.8,3.3,8.8,7.6,5.8,1.5,2.6,1.2,0.7
42003260200,5.5,8.4,5.9,3.6,3.2,11.4,8.8,4.1,5.0,3.8,5.5,11.8,8.9,4.2,3.9,2.5,1.5,2.0
42003260700,9.1,4.0,2.7,0.3,3.3,16.4,7.7,6.4,5.8,5.2,4.3,19.4,4.3,5.6,1.6,1.6,0.5,1.8
42003261300,13.2,8.2,9.7,7.1,9.8,5.3,7.3,7.2,4.7,9.8,4.4,1.7,3.3,2.4,1.1,2.7,1.6,0.6
42003261400,5.0,3.6,4.0,9.6,9.5,4.5,3.9,4.5,5.4,4.4,8.6,12.9,7.4,4.6,3.8,2.8,2.6,2.9
42003261500,4.5,9.7,14.6,6.4,11.2,8.1,8.4,3.5,6.2,2.4,2.5,7.5,3.9,5.1,2.4,1.4,1.7,0.6
42003262000,7.4,1.1,4.5,4.1,0.0,4.0,13.3,10.3,2.2,3.2,4.0,10.2,9.9,10.2,6.6,1.8,2.7,4.6
42003270100,4.6,4.0,6.3,7.3,2.0,8.4,12.4,6.6,5.8,6.4,7.7,1.4,7.2,9.3,3.9,4.6,0.9,0.8
42003270300,8.4,0.8,7.6,6.0,3.6,3.5,11.6,9.1,6.8,4.4,5.4,9.2,7.1,5.7,5.2,2.3,2.5,0.7
42003270800,2.6,1.2,2.3,2.4,5.1,17.6,4.0,7.4,5.0,9.1,5.9,12.1,8.8,6.1,3.5,3.3,0.9,2.5
42003271600,5.1,6.0,8.7,5.6,3.9,7.6,6.1,2.1,9.5,5.2,1.8,8.6,18.3,5.6,2.4,0.8,1.4,1.3
42003281400,9.2,1.7,6.2,8.6,5.5,6.2,7.2,8.3,5.5,6.7,4.1,7.6,9.0,5.2,2.5,0.6,3.8,2.0
42003281500,8.7,9.0,2.0,11.5,0.8,10.5,5.7,6.6,7.7,9.4,4.2,6.7,3.8,6.3,2.1,2.4,2.1,0.4
42003290100,4.3,4.5,7.0,12.1,3.5,7.0,11.3,0.5,12.2,4.7,7.7,8.3,4.7,3.8,2.4,2.0,2.9,1.2
42003290200,3.5,4.7,6.8,6.1,5.7,3.5,7.0,6.9,4.4,8.8,7.1,6.8,11.8,4.7,3.5,4.0,1.5,3.1
42003290400,5.5,3.8,5.1,4.0,7.5,10.4,11.7,7.5,3.1,5.3,6.8,5.9,6.8,7.6,3.9,1.7,2.3,1.2
42003300100,6.3,9.7,6.2,6.7,6.3,5.4,12.7,6.2,6.0,4.7,6.9,4.6,5.0,7.8,3.8,0.3,0.2,1.0
42003310200,7.4,4.8,4.3,3.3,1.0,5.1,6.4,5.9,5.9,6.3,9.4,8.8,7.4,6.2,3.7,6.0,3.9,4.2
42003320400,4.2,0.7,6.0,3.7,3.8,5.8,11.5,5.4,3.2,6.1,9.2,9.6,8.3,5.2,8.5,1.3,3.7,4.0
42003320600,2.3,3.1,3.6,11.3,6.3,7.6,13.0,5.5,5.1,6.9,8.1,6.2,6.6,3.1,3.0,3.3,2.0,3.0
42003320700,4.8,3.7,4.9,6.2,2.8,7.5,14.7,4.7,7.4,4.4,7.4,6.9,8.8,3.8,6.8,2.2,1.9,0.9
42003401100,2.8,2.4,6.2,7.1,6.0,2.3,5.7,3.9,3.0,8.4,6.5,5.6,12.0,9.7,6.4,6.7,2.9,2.3
42003401200,4.0,6.2,8.5,4.9,5.0,5.4,9.1,7.9,2.3,5.8,7.5,7.7,9.8,4.9,3.6,2.1,3.8,1.5
42003401300,6.7,5.6,2.9,6.3,5.1,8.7,4.6,6.8,6.0,5.3,5.7,7.1,10.7,4.4,6.0,3.7,1.7,2.7
42003402000,5.5,3.5,5.3,3.5,10.0,5.0,5.1,6.6,8.5,3.4,5.7,12.9,7.1,6.1,5.5,2.7,2.4,1.1
42003403500,8.8,6.2,3.6,2.4,4.2,5.5,7.6,2.9,4.2,6.3,6.2,7.9,9.0,7.8,6.8,0.7,0.0,9.9
42003404000,5.0,9.9,6.3,2.7,2.7,6.8,6.9,5.8,9.0,6.3,9.9,7.3,7.7,6.3,2.0,0.0,2.9,2.4
42003405000,3.0,5.3,3.3,5.7,4.8,5.6,5.1,4.8,4.6,7.2,6.6,15.6,6.7,6.7,5.3,2.2,1.9,5.7
42003406000,6.3,5.2,7.1,2.2,4.0,2.7,6.1,7.1,9.2,6.3,7.4,6.7,9.1,7.6,5.8,2.6,2.3,2.3
42003407001,4.1,3.9,3.9,5.4,3.5,3.9,4.7,4.6,4.9,6.7,8.3,11.7,7.9,5.9,8.4,4.7,3.0,4.4
42003407002,4.3,3.1,7.3,3.1,3.0,5.7,4.6,4.6,3.7,10.8,8.4,7.9,8.4,9.1,6.0,3.5,3.6,2.9
42003408001,4.4,4.7,8.7,5.0,6.0,1.9,3.1,3.9,6.9,4.2,7.7,8.7,6.0,9.6,3.5,4.6,3.3,7.7
42003408002,5.3,7.0,7.7,5.7,3.2,4.0,4.5,6.3,6.1,5.7,11.0,6.0,10.2,4.5,5.0,4.9,1.3,1.7
42003409001,5.0,4.6,9.0,7.1,4.3,7.8,6.2,6.7,6.4,7.7,12.8,6.6,5.7,3.4,1.9,1.6,0.6,2.5
42003409002,5.5,12.5,8.9,5.9,3.1,2.9,3.4,4.3,12.6,9.1,10.7,6.2,6.4,4.6,3.4,0.7,0.0,0.0
42003410000,8.5,6.7,5.9,8.1,1.7,0.6,3.8,10.6,5.8,7.7,5.4,9.1,4.3,6.0,6.9,4.8,2.4,1.7
42003411001,2.7,8.5,9.1,10.6,5.5,3.6,3.8,4.3,4.1,9.4,13.5,10.6,4.7,4.8,2.4,1.4,0.3,0.7
42003411002,5.5,8.7,11.0,4.0,3.3,5.4,6.1,5.5,10.2,7.7,6.4,6.1,5.2,8.5,2.6,1.8,0.9,1.1
42003412002,5.3,7.3,9.0,5.4,3.0,3.5,9.8,5.6,8.1,7.7,6.4,5.1,9.3,7.1,2.6,3.7,0.4,0.8
42003412003,8.4,8.9,9.6,5.8,1.1,4.8,5.4,7.3,7.0,9.7,4.4,6.8,9.4,6.5,1.7,0.9,0.7,1.5
42003412004,4.8,9.1,12.2,4.0,2.2,5.0,1.9,3.8,12.3,8.0,10.8,5.8,5.5,4.9,3.6,4.7,0.0,1.6
42003413100,4.3,3.9,7.6,9.1,2.1,4.5,3.5,8.8,4.8,4.8,9.3,8.4,9.0,7.4,4.6,3.9,1.3,2.8
42003413201,7.5,5.9,5.6,3.9,6.7,7.1,7.3,7.3,4.0,6.0,4.6,6.2,7.5,7.6,4.3,3.6,2.6,2.4
42003413202,6.3,4.9,4.7,6.2,2.9,2.1,7.3,7.9,3.0,5.7,9.2,8.7,6.4,7.2,7.8,2.7,4.6,2.3
42003413300,5.8,4.7,4.4,3.8,3.5,3.0,7.9,5.1,4.2,8.1,4.5,8.5,7.3,5.6,10.4,5.9,3.4,3.9
42003413400,7.2,8.3,7.7,4.4,2.1,3.1,5.5,4.8,10.4,4.4,7.1,7.1,9.9,4.9,4.0,4.6,1.6,2.9
42003413500,4.0,2.2,3.7,7.9,9.0,14.9,5.9,6.6,4.6,5.5,7.5,6.3,5.0,4.7,2.3,2.7,2.4,4.9
42003414101,7.4,3.5,7.1,7.3,4.0,6.7,3.9,6.1,5.0,7.2,6.5,7.5,13.0,5.6,2.9,3.1,2.3,0.9
42003414102,6.5,6.7,6.9,6.0,3.6,4.5,7.8,5.7,7.6,6.1,6.5,6.2,7.4,5.2,2.6,3.2,3.9,3.7
42003414200,11.6,5.8,4.2,6.2,1.6,5.9,3.8,5.1,9.6,4.7,6.2,7.4,6.1,8.2,5.4,4.1,2.1,2.2
